Locus	Size	NumTags	ModeSizeNumTags
15418769	151	3	3
15418776	144	9	9
15418777	143	2	2
15423149	443	19	17
15555157	5270923	6	5
15555159	5270923	9	9
15569859	5256221	7	6
15569861	5256221	8	8
15569863	5256221	2	2
15710180	23	71	70
15714539	20	21	21
15817453	302	2	2
15817454	301	640	633
15817455	300	4	4
15824013	84	7	7
15824014	83	17	17
15824015	82	2057	2033
15824016	81	2	2
15824093	253	4	4
15882170	30	78	43
15925913	320	52	51
15925976	257	15	14
15925984	249	1093	1092
15925985	248	27	26
15925986	247	18	18
15925987	246	3	3
15925988	245	5	5
15926229	360	103	103
15926585	151	4	3
15986677	300	119	110
16027475	300	665	665
16027616	159	2	2
16055410	264	2	2
16055411	263	515	512
16055412	262	3	3
16055416	258	6	6
16072279	100	2	2
16072280	99	694	680
16072281	98	2	2
16083607	61	9	8
16104489	174	2	2
16152403	23	25	25
16179100	77	135	132
16179101	76	10	10
16179103	352828	2	2
16233773	71	94	93
16269214	46	14	12
16294557	37	8	8
16325260	184	14	14
16325445	369	12	12
16325467	202	2	2
16325468	346	4	4
16335571	53	3	3
16338758	21	2	2
16416144	150	3	2
16447402	40	4	4
16447413	29	2	2
16447420	22	2	2
16457704	19	24	24
16458524	30	2	2
16458550	445	7	5
16458562	433	49	47
16458586	409	7	7
16458591	404	2	2
16458592	403	2	2
16458594	401	2	2
16458990	178	3	3
16458991	177	1161	1019
16459091	254	11	11
16459163	182	8	8
16459164	181	1276	1267
16459165	180	6	6
16459204	141	7	7
16475221	31	13	3
16496375	253	5	5
16559456	89	76	75
16568600	24	2	2
16568604	20	5	5
16611232	75	137	135
16611279	57	4	4
16611280	56	16	12
16611281	55	1857	1203
16611282	80	6	4
16611286	50	28	19
16611289	73	2	2
16611358	83	22	22
16617518	432	19	19
16619954	235	548	541
16632266	226	411	408
16632396	58268	20	20
16632397	58268	35	33
16632398	58268	12	12
16632434	58267	2	2
16635083	26	3	3
16668734	226	44	30
16690758	226	8	7
16736181	19	116	116
16754756	156	25	19
16769483	265	16	16
16828691	372	3	2
16828835	228	63	58
16829059	189	23	21
16842822	64	11	11
16855225	105	43	43
16866829	197	6	6
16867048	189	44	43
16876184	182	13	13
16876269	1815098	9	9
16876270	1815098	8	7
16876271	1815098	15	14
16876272	1815098	6	6
16876273	1815098	17	17
16876362	161	162	80
16876369	41	5	5
16876370	40	28	27
16876378	32	2	2
16876426	1814941	2	2
16876427	1814941	3	3
16876428	1814941	4	4
16876429	1814941	4	4
16876503	20	54	54
16901643	407	3	3
16905866	56	2	2
16905867	55	98	97
16905918	304	6	5
16925292	264	5	4
16925293	263	640	636
16955482	234	2	2
16955483	233	2	2
16955484	232	611	605
16955712	91	2	2
16976056	406	194	191
16976057	405	4	4
16976102	360	91	91
16976458	471	12	11
16982340	263	734	726
16982341	262	2	2
16989940	22	2	2
17022035	39	11	7
17027501	28	3	3
17030071	39	4	4
17030080	30	10	10
17030108	2	11	11
17031172	30	3	3
17031200	2	9	9
17147497	370	115	113
17147498	369	2	2
17167930	19	3	3
17181558	81	2	2
17235750	25	2	2
17266288	318	2	2
17266289	317	486	486
17266290	316	3	3
17477541	259	3	3
17477542	258	555	550
17477543	257	2	2
17599252	19	2	2
17668625	106	29	25
17678641	174	2	2
17724483	80	4	4
17772711	80	45	45
17773308	137	9	8
17798800	33	9	8
17813988	641877	6	6
17842190	125	24	24
17842900	390	9	9
17846080	25	3	3
17926827	194	35	35
18097183	138	88	45
18121135	248	3	3
18121206	177	32	32
18202652	767442	10	10
18202653	767442	13	13
18209071	19	2	2
18211115	22	5	5
18249907	213	38	38
18285153	239	11	10
18298165	48	2	2
18320399	897509	4	2
18325594	31	5	3
18434660	239	9	8
18455524	341	39	39
18514848	65	2	2
18568130	269	89	87
18568395	80	68	63
18610032	19	2	2
18624165	135	55	55
18637498	105	593	227
18637499	117	8	5
18637500	103	13	6
18637507	109	25	20
18637508	95	6	4
18681943	40	63	60
18691125	172	166	146
18691459	114	62	59
18691497	76	8	8
18691513	60	28	27
18710230	397	9	9
18721579	203	24	24
18799479	346	5	5
18799821	26	2	2
18820005	68	6	6
18875837	246	2	2
18875839	244	312	306
18956045	341	35	35
18956068	318	3	3
18975646	31	3	3
19049232	133	25	24
19056771	199	3	3
19066972	62	2	2
19067313	122	43	38
19109429	75	28	28
19109434	70	2	2
19109814	141	17	17
19109835	120	21	21
19166119	301	9	4
19217974	88	5	2
19220802	22	7	7
19226911	130	7	7
19226915	126	2	2
19231374	32	13	13
19231385	21	14	14
19303328	306	15	15
19320358	137	368	367
19333484	425	11	7
19412414	339	2	2
19446624	125	5	5
19446625	124	374	369
19446626	123	4	4
19534129	418	5	5
19561983	104	4	4
19659248	194	36	36
19739337	271	40	29
19761102	326	2	2
19790955	326	6	6
19799088	38	132	113
19831033	170	2	2
19831034	169	16	16
19831035	168	2830	2801
19831036	167	4	4
19831044	159	2	2
19831199	333	3	2
19837459	66	2	2
19837460	65	2	2
19837461	64	278	256
19840219	215	10	10
19840564	422	13	12
19840577	409	3	3
19840579	407	4	4
19850367	105	5	5
19850368	104	10	10
19850369	103	1941	1922
19850370	102	3	3
19850399	73	4	4
19850414	27	115	115
19850423	49	2	2
19850873	45	45	44
19850885	33	2	2
19853425	110	71	70
19855167	271	2	2
19855168	270	583	579
19883741	293	152	150
19883745	289	2	2
19884030	35	16	15
19886830	360	2	2
19893190	268	2	2
19903181	300	2	2
19940703	23	2	2
20009218	28	68	68
20062027	151	190	178
20062174	154	149	143
20062185	143	10	10
20131366	162	2	2
20236109	164	5	5
20282217	383	72	68
20299765	343	217	208
20323541	278	450	449
20494570	344	11	11
20550467	319	86	82
20605959	276	209	208
20707787	126	82	80
20707796	117	3	2
20784101	106	3	3
20784102	105	276	260
20796288	377	39	39
20826120	87	39	36
20842690	170	6	3
20842691	169	2119	1481
20842692	168	5	4
20842856	104	10	10
20842861	99	1745	1726
20842862	98	55	55
20842863	97	60	60
20842864	96	2	2
20842865	95	10	9
20842866	94	5	5
20930368	340	146	142
20930369	339	2	2
20930704	101	3	2
20933399	310	2	2
20933703	285	2	2
20933705	283	469	467
20933857	131	2	2
20999314	28	19	13
21007020	29	2	2
21007021	28	21	21
21014773	28	18	13
21022225	20	5	5
21034960	176	19	19
21080165	27	2	2
21089949	238	9	7
21111834	386	8	8
21152917	235	710	706
21152918	234	2	2
21152920	232	15	14
21152921	231	3	3
21277630	28	10	10
21363542	175	2	2
21459047	21	2	2
21594156	119	2	2
21603016	241	2	2
21603017	240	8	8
21603018	239	18	18
21603019	238	3134	3117
21603023	234	2	2
21609450	237	3	3
21609451	236	1181	1171
21609452	235	3	3
21609683	157	3	2
21647970	148	3	3
21688394	136	2	2
21688398	132	250	250
21688399	131	8	7
21688400	130	5	5
21688407	123	2	2
21691330	82	2	2
21693555	254	440	159
21718158	33	46	33
21741707	22	22	21
21746643	54	4	2
21802006	72	5	4
21802007	71	13	7
21802008	70	2378	2313
21802009	69	11	11
21802020	58	78	76
21802074	321	4	4
21820855	19	26	26
21847176	132	65	42
21847223	76	2	2
21847224	163	341	165
21847228	86	12	11
21847249	318	3	3
21847383	184	11	11
21860275	352	4	4
21950714	20	23	23
21950983	74	2	2
21970464	278	52	50
22039494	349	132	132
22074332	244	578	571
22074333	243	3	2
22078111	286	483	480
22134255	19	2	2
22166859	222	3	3
22166901	178	9	8
22166985	51	2	2
22184003	360	76	75
22212212	30	2	2
22240182	431	47	45
22240606	124	4	4
22240607	123	9	9
22240608	122	19	19
22240609	121	2965	2937
22240610	120	2	2
22257864	56	2	2
22257866	265	504	294
22257867	264	2	2
22257916	215	108	105
22279012	109	48	48
22279117	267	25	25
22279314	70	6	6
22279380	62	48	47
22289930	210	4	4
22289931	209	6	6
22289932	208	1923	1900
22289933	207	6	6
22290400	257	2	2
22290653	354	79	78
22291003	325	3	2
22310978	293	94	94
22452121	15369120	2	2
22553510	25	8	8
22578205	227	4	4
22578221	211	2	2
22578229	203	8	8
22578274	158	4	4
22578285	147	2	2
22578305	127	34	34
22578306	126	2	2
22578323	109	3	3
22578327	105	2	2
22578337	95	250	249
22578339	93	2	2
22578360	72	2	2
22578361	71	4	4
22578366	66	4	4
22578373	59	2	2
22578389	43	6	6
22604536	78	3	3
22604537	77	111	97
22604549	65	15	14
22747849	22	2	2
22747851	20	294	294
22750554	409	4	4
22750556	407	2	2
22750927	36	4	4
22762565	400	2	2
22774062	32	17	17
22809180	91	3045	2978
22809181	90	3	3
22809187	84	43	41
22809188	83	14	12
22809194	77	22	22
22809195	76	3	3
22809196	75	2	2
22809215	56	21	21
22897794	229	2	2
22938178	22	5	5
22938179	21	2	2
22977573	238	24	24
23039188	192	2	2
23039189	191	10	9
23039190	190	2014	1997
23039191	189	5	5
23039376	76	1518	1490
23039377	75	6	6
23039381	71	57	56
23039382	70	2	2
23039383	69	5	5
23039384	68	4	4
23039448	137	3	2
23048149	82	5	5
23051177	399	3	3
23065474	175	5	5
23065475	174	1237	1226
23065485	164	162	158
23065487	162	3	3
23130133	68	37	36
23130136	65	199	180
23130137	64	93	85
23130138	63	112	67
23130139	62	44	33
23130140	61	18	14
23130141	60	5	5
23130144	57	2	2
23214658	72	2	2
23215577	22	2	2
23446023	19	2	2
23663396	30	26	26
23692405	211	1080	1071
23692409	207	18	18
23692410	206	6	6
23692418	198	14	14
23692528	88	2	2
23692612	199	507	392
23692613	198	2	2
23724669	19	160	160
23751913	273	5	5
23751914	272	1397	1386
23751915	271	5	5
23751989	197	4	4
23752182	99	3	2
23756860	254	4	4
23756861	253	6	6
23756862	252	1603	1597
23756863	251	4	4
23756919	195	5	4
23760405	28	4	2
23805029	231	191	189
23805031	229	15	15
23805042	218	3	3
23855660	168	325	321
23855664	164	8	8
23868653	87	3	2
23868654	86	30	30
23868655	85	2415	2376
23868656	84	4	4
24034589	19	76	76
24098638	348	85	81
24108881	274	9	9
24109161	289	416	415
24111962	72	2	2
24111964	70	2	2
24111965	69	7	7
24111966	68	41	38
24111967	67	1891	1855
24111968	66	3	3
24131019	19	2	2
24201999	184	110	69
24202804	423	5	4
24345935	393	2	2
24345936	392	128	124
24348582	124	3	2
24349598	293	113	111
24349609	282	3	3
24436208	426	5	5
24491489	91	2	2
24492901	19	12	12
24493881	836	2	2
24505328	21	16	10
24505399	289	393	386
24505400	288	2	2
24531092	38	402	395
24531093	37	14	9
24531094	36	2	2
24531095	35	2	2
24557983	20	2	2
24661552	280	2	2
24674430	19	46	46
24794551	42	59	59
24875666	130	3	2
24900311	53	111	110
24900315	49	3	3
24900316	48	2	2
24900360	230	146	145
24925010	278	2	2
24958902	242	2	2
24958904	240	3	3
24958905	239	950	896
24958906	238	2	2
24959140	247	419	417
24959150	237	4	4
24959185	202	27	27
24959378	120	2	2
24959381	117	3	3
24959382	116	5	5
24959383	115	959	943
24959384	114	3	3
25006712	417	50	48
25148709	20	92	92
25175469	387	4	3
25215347	393	2	2
25293095	296	3	2
25353845	377	2	2
25427368	95	3	3
25427369	94	1847	1824
25427371	92	38	38
25427372	91	5	5
25427373	90	6	6
25427374	89	5	5
25427377	86	528	524
25437649	28	2	2
25438752	152	2	2
25453476	19	3	3
25504467	26	2	2
25597371	77	175	39
25677647	199	92	72
25688120	399	58	58
25688125	394	2	2
25750555	68	1255	1157
25750556	67	2	2
25750619	86	1961	1870
25750620	85	2	2
25750638	67	2	2
25781059	168	4	4
25781223	28	6	6
25810741	274	720	454
25834338	141	2435	2427
25834339	140	16	16
25834340	139	2	2
25834341	138	4	4
25834342	137	5	5
25834348	131	47	47
25834382	33273	3	2
25834383	33273	2	2
25834386	33273	2	2
25834417	33273	3	3
25834426	33273	2	2
25834428	33273	2	2
25834475	310	80	79
25855957	141	2	2
25856094	310	65	65
25867750	142	7	7
25867751	141	863	849
25867752	140	2	2
25867888	310	130	126
25876461	220	10	10
25881618	32	6	6
25881646	4	67	67
25883950	104	51	46
25886991	282	22	21
26007579	106	3	3
26007681	158	10	10
26061087	137	16	14
26126443	148	74	69
26126449	142	5	5
26143392	83	17	17
26154584	116	624	616
26154589	111	24	24
26154590	110	4	4
26154591	109	2	2
26170044	23	3	3
26196399	38	340	247
26196433	213	640	636
26222167	352	60	60
26222513	27	2	2
26367949	135	5	2
26425797	104123	5	3
26425798	68	10	5
26425799	67	25	13
26425800	66	387	359
26447788	123	4	2
26455211	107	3	2
26465612	62	5	5
26465617	57	442	438
26529843	77	6	3
26529844	76	2036	1987
26529845	75	7	7
26530728	107	27	22
26535250	155	2	2
26535400	185	7	7
26535401	184	1879	1861
26535402	183	5	5
26535403	182	3	3
26537698	31	293	183
26559954	132	2	2
26564740	188	3	3
26564741	187	15	15
26564742	186	2057	2036
26564743	185	11	11
26580814	245	2	2
26686343	21	18	18
26686425	19	9	9
26719404	136	41	39
26719413	127	2	2
26719420	120	8	8
26770760	407	2	2
26808966	290	10	9
26822453	29	3	2
26830088	31	8	5
26830089	30	319	285
26830113	144	3	3
26830114	143	16	16
26830115	142	3136	3099
26830116	141	6	6
26886383	20	8	8
26897565	315	288	286
26897874	242	3	3
26897875	241	10	10
26897876	240	1798	1766
26897877	239	7	7
26897878	238	2	2
26901245	337	116	116
26901577	257	2	2
26901578	256	662	652
26901830	53	37	34
26901831	52	2	2
26911287	19	5	5
26918067	50	4	3
26918113	358	129	124
26930319	4	51	51
27080835	410	6	4
27108162	112	2	2
27187109	95	119	119
27214133	298	264	263
27214134	297	2	2
27235406	82	28	28
27241941	181	62	59
27241957	165	267	265
27241967	155	2	2
27242118	133	10	9
27256349	181	62	62
27256383	147	10	10
27256389	73	22	22
27256526	133	1040	901
27256527	132	2	2
27256545	114	27	25
27256568	91	2	2
27256575	84	3	2
27268845	20	49	49
27353689	277	2	2
27359761	60	5	5
27416601	387	169	168
27424431	39	42	41
27425241	39	2	2
27425242	38	2	2
27425244	36	645	634
27425248	32	47	47
27425249	31	5	5
27428105	19	7	7
27433964	19	4	4
27434423	19	5	5
27451666	347	54	51
27452007	100	3	3
27452008	99	17	17
27452009	98	1533	1525
27452014	93	28	27
27452543	382	40	38
27460179	148	3	3
27460181	146	15	15
27460182	145	2232	2215
27460183	144	8	8
27460186	141	2	2
27493591	72	2	2
27493592	71	7	4
27493593	72	16	12
27493594	69	2109	1113
27493595	68	5	3
27519236	405	7	7
27538863	147	2	2
27538864	146	16	16
27538865	145	2779	2769
27538866	144	8	8
27576703	21	40	40
27580219	301	63	63
27587746	227	39	38
27591190	223	5	5
27618499	20	2	2
27622822	27	3	2
27628931	360	25	23
27640745	52	2	2
27640826	75	3	3
27642641	437	2	2
27642643	433	2	2
27658433	475	3	2
27702842	35	24	19
27740486	61	3	2
27740492	43	3	3
27749343	89	73	70
27765509	240	22	22
27788714	47	2	2
27788715	46	3	3
27788716	45	17	12
27788717	44	1372	1348
27788718	43	5	5
27790890	194	4	4
27790891	193	926	919
27790892	192	2	2
27791079	236	4	4
27791080	235	747	744
27791120	195	2	2
27793166	261	6	6
27793167	260	1361	1353
27811291	313	16	15
27829588	204	592	590
27829589	203	2	2
27866958	151	33	32
27893352	22	2	2
28025687	19	14	14
28071263	119	3779	3737
28071264	118	3	3
28071384	401	7	7
28071388	397	30	29
28124900	37	29	28
28124901	36	6	6
28124903	34	2	2
28128981	142	2	2
28154138	143	7	7
28157201	353	2	2
28159807	129	19	19
28159808	128	2489	2466
28159809	127	3	3
28182207	284	3	2
28221431	135	1507	1492
28221442	124	237	236
28221443	123	4	4
28221449	117	15	15
28221450	116	7	7
28238761	320	25	25
28239077	165	52	52
28307072	19	2	2
28338881	20	16	16
28364959	247	18	18
28390295	244	481	470
28390296	243	2	2
28390304	235	43	42
28399866	73	2	2
28414652	197	10	10
28414653	196	2007	1994
28414654	195	6	6
28414655	194	2	2
28456989	26	2	2
28462627	24	192	190
28462894	19	2	2
28474882	24	3	2
28511343	370	5	5
28591089	383	63	63
28594565	90	76	75
28810114	166	28	27
28836156	257	2	2
28858959	204	2	2
28869903	219	3	3
28899094	259	6	6
28899095	258	1202	1196
28899296	57	31	31
28899299	54	2	2
28905609	444	15	13
28910004	101	4	4
28910005	100	350	347
28910025	80	15	15
28910227	20	3	3
28922840	256	2	2
28942131	146	3	3
28977073	248	2	2
29010561	123	49	47
29010569	115	2	2
29010589	95	14	13
29010590	94	1387	1358
29010591	93	5	4
29010592	92	2	2
29039197	241	16	16
29039434	397	88	88
29039439	392	2	2
29063402	133	3	3
29063531	190	2	2
29085603	249	4	4
29085604	248	645	644
29085605	247	2	2
29092888	21	4	4
29129180	40	165	159
29133016	115	6	6
29133017	114	756	732
29133018	113	5	5
29133030	101	3	3
29160425	436	8	8
29213229	42	3	3
29213230	41	9	6
29213231	40	776	753
29213232	39	3	3
29219774	114	252	238
29219775	113	2875	2736
29219776	112	2	2
29219777	111	10	10
29219778	110	5	5
29219779	109	15	15
29219781	107	2	2
29219797	91	4	4
29219805	83	2	2
29220676	47	8	8
29220677	46	294	283
29221340	204	24	24
29229025	433	6	6
29229452	150	7	7
29229453	149	8	8
29229454	148	2626	2568
29229455	147	3	2
29229459	143	54	54
29246666	426	74	74
29257664	164	5	5
29257665	163	1750	1709
29257666	162	2	2
29258854	112	2	2
29276856	26	96	96
29283256	280	3	3
29283257	279	323	320
29283258	278	2	2
29346024	242	2	2
29346025	241	477	473
29348273	106	17	14
29371200	23	31	31
29373379	41	3	3
29379932	338	164	160
29409599	19	9	9
29445054	437	13	13
29472359	75	2	2
29474235	4	9	8
29478067	244	18	10
29497456	116	2	2
29497458	114	2	2
29497459	113	9	8
29497460	112	19	19
29497461	111	3119	3091
29497462	110	8	8
29500451	244	91	89
29500469	226	2	2
29500474	221	167	166
29500475	220	3	3
29500476	219	6	6
29503064	194	10	10
29503065	193	670	640
29503066	192	2	2
29503252	233	2	2
29503254	231	718	709
29505385	403	33	33
29515871	457	4	3
29516324	25	3	2
29522868	31	10	10
29581835	24	2	2
29585055	179	33	33
29696302	236	11	10
29715689	392	12	12
29716077	341	25	23
29718399	45	26	6
29718402	41	8	5
29744149	182	35	35
29794731	68	11	11
29809009	40	3	3
29809010	39	10	9
29809011	38	952	944
29809012	37	4	4
29827992	375	169	167
29829415	233	488	481
29829642	140	2	2
29829643	139	23	23
29829644	138	3033	3007
29829645	137	10	10
29837463	4	2	2
29871848	305	270	259
29897247	115	2	2
29899847	29	2	2
29899848	28	141	136
29915355	3054	2	2
29918499	194	241	231
29927614	145	2	2
29947120	174	3	3
29947121	173	17	16
29947122	172	2186	2154
29947123	171	3	3
29947287	5210	2	2
29947288	121	7	5
29947289	120	7	5
29947290	119	2172	1973
29949869	207	2	2
29952378	119	2	2
29952380	288	5	4
29952381	287	969	627
29954873	281	139	138
29957934	58	7	7
29957935	57	29	25
29957936	56	1605	1576
29957937	55	3	3
29967143	243	5	5
29967145	241	1007	999
29971918	29	21	19
29985607	87	2	2
29986519	287	3	2
30007764	23	164	163
30007765	22	3	3
30007766	21	4	4
30008419	193	2	2
30008422	190	12	12
30008423	189	1571	1561
30077112	29	13	13
30087685	150	3	3
30087686	149	10	10
30087687	148	2051	2034
30087688	147	4	4
30098086	231	914	903
30098087	230	3	3
30098088	229	12	12
30098090	227	4	4
30098095	222	7	7
30144656	45	4	4
30180390	275	197	115
30180558	41	5	5
30180661	270	64	37
30180693	164	61	51
30180927	220	57	43
30240017	379	54	52
30240034	362	7	7
30260601	194	17	17
30287279	142	52	51
30520977	205	2	2
30559615	235	38	38
30559618	232	25	25
30559628	222	2	2
30559759	2945213	7	7
30574447	234	147	97
30574450	233	7	5
30574452	229	7	7
30574509	172	37	19
30574512	169	8	8
30574513	170	4	4
30677930	127	2	2
30677931	126	4	3
30677932	125	21	21
30677933	124	3679	3539
30677934	123	11	10
30678049	28	2	2
30678052	25	2	2
30678053	24	263	242
30678073	368	92	89
30682057	255	2	2
30682059	253	3	3
30682060	252	1026	1020
30697474	332	2	2
30697475	331	140	138
30716189	271	2	2
30716190	270	685	679
30717310	54	15	12
30717311	53	1470	1451
30717312	52	5	5
30717316	48	22	22
30717317	47	2	2
30717318	46	3	3
30722638	222	5	5
30722639	221	1081	1071
30722640	220	4	4
30727780	99	55	55
30739548	121	3	2
30778509	412	54	52
30786601	230	2	2
30865695	74	2	2
30870205	82	3	2
30921035	280	2	2
30921036	279	178	178
30933133	40	4	4
30933134	39	268	255
30936536	118	2	2
30951913	20	2	2
30973834	287	9	9
31016588	24	13	13
31025761	58	5	5
31033088	67	2	2
31033151	282	231	217
31036911	188	2	2
31135304	19	2	2
31178866	23	2	2
31188382	42	6	5
31188383	41	928	904
31188384	40	2	2
31204645	149	2	2
31205362	90	5	5
31205363	89	17	15
31205364	88	1447	1430
31205365	87	3	3
31205448	241	2	2
31233186	145	2	2
31252220	12828	5	4
31252277	4	23	21
31274420	271	2	2
31274421	270	4	4
31274422	269	1192	1186
31274423	268	2	2
31274429	262	2	2
31275455	35	101	98
31276210	296	42	42
31279584	573	3	2
31289568	97	179	172
31312567	63	5	3
31331021	315	2	2
31359761	54	61	61
31359762	53	2	2
31390060	318	68	67
31416601	417	54	52
31417014	329	213	212
31417339	188	3	2
31441050	242	3	3
31466412	77	144	143
31466422	67	9	9
31466423	66	17	15
31466424	65	1409	1384
31466425	64	4	4
31474470	172	166	163
31474471	171	4	4
31488387	131	5	5
31488388	130	24	15
31488389	129	2535	2506
31488390	128	4	4
31488422	45413	4	2
31488486	45413	2	2
31533928	131	2	2
31533929	130	8	8
31533930	129	2482	2468
31533931	128	3	3
31533932	127	3	3
31552600	120	2	2
31552601	119	4	4
31552602	118	20	20
31552603	117	2712	2685
31552604	116	12	12
31552605	115	5	5
31565775	21	3	3
31648092	169	21	21
31648098	163	4	3
31648099	162	7	7
31648457	44	2	2
31648459	42	210	208
31648475	26	117	117
31648523	33	4	3
31752693	70	509	506
31752695	68	10	10
31752697	66	3	2
31807354	47	7	7
31807397	353	3	3
31807921	6422212	2	2
31811692	115	317	243
31811702	105	14	12
31811749	58	11	10
31811750	57	2	2
31811761	46	8	8
31837803	120	2	2
31875035	268	3	2
31966376	22	12	12
31977345	1270645	2	2
32000668	269	488	482
32002123	33	15	13
32003848	55	428	403
32003850	53	26	24
32003852	51	3	3
32011524	148	2	2
32011527	145	4	4
32011528	144	15	15
32011529	143	3110	3081
32011530	142	6	6
32011536	136	4	4
32011537	135	2	2
32062843	314	10	10
32065567	26	2	2
32065568	25	673	611
32065569	24	3	3
32065572	21	2	2
32065579	22	4	4
32134214	231	15	15
32174040	42	2	2
32188441	237	6	6
32188442	236	395	385
32189454	341	33	8
32194647	176	3	2
32195524	291	2	2
32195525	290	6	5
32195526	289	1849	1838
32195527	288	2	2
32195809	192	4	4
32195810	191	3	3
32195811	190	1881	1810
32195812	189	3	3
32195822	179	23	23
32195823	178	52	52
32195826	175	2	2
32195852	149	2	2
32202654	148	3	3
32221396	93	21	21
32235315	172	2	2
32235316	171	2	2
32235317	170	3	3
32235318	169	18	18
32235319	168	2748	2737
32235320	167	6	6
32235321	166	4	4
32319055	49	3	3
32319056	48	6	6
32319057	47	27	24
32319058	46	1543	1523
32319059	45	5	5
32319060	44	2	2
32334864	85	29	27
32335674	215	2	2
32357290	225	20	18
32382882	42	16	16
32417421	417	20	19
32434085	383	51	36
32434111	363	9	8
32446691	159	13	13
32446692	158	2630	2600
32446693	157	3	3
32446700	150	2	2
32460608	413	9	9
32471492	417	9	9
32479612	130	10	8
32505083	19	2	2
32507055	21	158	158
32521008	25	2	2
32521011	22	42	41
32537728	21	144	144
32585047	236	17	10
32672238	25	7	7
32672634	263	280	196
32672671	226	34	34
32672680	217	5	5
32672688	209	263	262
32672802	1035915	2	2
32721129	88	540	532
32721132	85	14	14
32721133	84	3	3
32732447	462	4	3
32737537	58	129	123
32737540	55	5	5
32745525	427	5	5
32767473	75	10	10
32786975	365	38	35
32800765	120	3	3
32800766	119	3	3
32800767	118	11	10
32800768	117	2487	2420
32800769	116	9	9
32800789	96	2	2
32800880	133	4	4
32800881	132	426	423
32817725	263	35	35
32852918	239	6	6
32865250	329	19	19
32901377	21	3	3
32914663	23	6	6
32945884	252	2	2
32970938	1825196	3	3
32993678	20	243	242
32993679	19	2	2
33033816	4	58	58
33036617	47	7	7
33048530	226	2	2
33081745	314	4	4
33081746	313	573	534
33081747	312	2	2
33081984	75	42	42
33119266	51	11	8
33147085	277	4	3
33151026	235	334	331
33151029	232	3	3
33151255	48	4	2
33151256	47	15	11
33151257	46	1313	938
33151258	45	5	4
33151298	197	5	5
33151299	196	1925	1908
33151300	195	6	6
33151491	81	3	2
33164315	149	2	2
33170451	78	24	24
33175011	213	5	5
33184700	19	58	58
33198158	246	2	2
33198159	245	194	193
33203291	34	15	10
33203292	33	698	685
33203293	32	3	3
33218648	133	3	2
33223223	84	5	4
33233675	466	6	4
33247720	274	28	27
33247990	283	360	357
33247991	282	2	2
33248046	227	6	6
33290008	312	497	472
33307524	189	39	39
33317895	116	555	535
33317899	112	13	13
33324344	358	12	12
33338223	141	114	113
33342467	19	4	4
33390832	404	5	3
33446909	28	11	11
33446912	25	2	2
33491498	1748535	23	21
33492232	132	136	135
33515663	314	59	58
33515873	104	472	468
33515880	97	10	10
33515881	96	1759	1742
33515882	95	22	22
33515883	94	5	5
33515884	93	9	9
33515885	92	3	3
33515886	91	7	7
33515891	86	3	3
33562088	359	2	2
33577958	319	275	275
33577963	314	5	5
33578007	270	11	11
33578008	269	2	2
33583611	171	697	694
33583612	170	8	8
33583622	160	592	589
33583626	156	2	2
33583627	155	3	3
33640756	94	64	63
33640767	83	5	5
33646259	201	282	277
33660132	162	5	5
33660134	160	281	279
33660135	159	2	2
33708776	38	2	2
33708787	27	9	9
33708810	143	127	110
33709328	87	17	10
33709332	6430344	4	3
33767919	71	153	148
33767920	70	3	3
33767921	69	11	11
33768016	125	2	2
33816243	188	2	2
33933345	114	2	2
33949338	24	11	11
33949574	195	3	3
33949883	38	9	9
33952589	191	234	197
34017243	236	18	18
34025116	257	3	2
34025117	94	518	177
34025134	154	12	10
34025136	154	2	2
34025240	79	49	47
34025273	340	6	5
34025282	43	4	3
34025296	241	2	2
34025318	295	3	2
34025319	54	5	3
34025320	53	12	5
34025321	190	2350	1061
34025465	148	2	2
34025469	144	381	372
34025470	143	8	8
34025471	142	15	15
34025472	141	4	4
34025473	140	6	6
34025513	100	3	3
34025517	96	373	370
34025518	95	6	6
34025519	94	16	16
34025520	93	2	2
34025521	92	10	10
34025561	52	3	3
34025565	48	975	957
34025566	47	11	10
34025567	46	19	18
34025568	45	3	3
34025570	43	2	2
34037061	130	1304	1276
34037062	129	6	6
34038105	268	627	623
34085299	32	231	228
34193538	136	150	108
34193545	129	302	220
34193546	128	3	3
34193614	66	132	89
34193616	64	3	3
34197715	181	55	54
34218200	130	15	15
34218201	129	3250	3221
34218202	128	8	8
34246968	277	2	2
34246969	276	93	88
34269496	49	15	15
34269497	48	1643	1613
34269498	47	5	5
34269501	44	2	2
34280879	74	14	14
34324921	26	2	2
34329141	26	10	10
34329163	116	6	6
34402025	173	23	23
34402032	166	3	3
34402148	50	26	26
34402154	143	2	2
34402160	38	73	71
34402169	29	12	11
34402170	28	26	26
34413814	26	14	14
34451558	51	12	11
34451559	50	28	27
34451560	49	1491	1462
34451561	48	3	3
34451603	66	4	4
34451604	65	17	15
34451605	64	1203	1184
34451606	63	2	2
34453067	392	11	11
34470710	109	93	47
34511090	26	4	4
34511091	25	256	251
34514979	208	93	93
34515074	113	3	3
34524561	114	5	5
34524562	113	5	5
34524563	112	25	25
34524564	111	3446	3417
34524565	110	8	7
34542919	319	2	2
34567310	211	8	8
34569710	278	150	149
34569720	268	3	3
34575234	400	35	34
34630275	425	56	56
34631519	307	2	2
34639269	191	2	2
